OBJECTID,contract_number,contract_description,contract_status,contract_type,contract_subtype,last_modified,original_amount,revised_amount,vendor_id,vendor_name,objectid_1
3897,91100640,ASHEVILLE GREEEN  OPPORTUNITIES- WORKSHOP         ,CLOSED,GS   (GEN SERV),,2010/12/21 00:00:00+00,1000,1000,9012,GREEN OPPORTUNITIES INC,3896
3898,91100077,BC ENTERTAINER - TOWN MOUNTAIN                    ,CLOSED,ENT  (ENTERTAIN),,2010/07/02 00:00:00+00,850,850,10711,"TOWN MOUNTAIN, LLC",3897
3899,91800426,ONE ASHEVILLE IMPROVEMENTS                        ,CLOSED,GS   (GEN SERV),,2019/06/04 00:00:00+00,6750,6750,20045,"CONANT, PATRICK RYAN",3898
3900,91300037,REED CREEK GUARD RAIL REPLACEMENT                 ,CLOSED,GS   (GEN SERV),,2012/07/03 00:00:00+00,13000,13000,10025,"MORRIS, MARK A  DBA FENCE SCAPES",3899
3901,91000225,21ST CCLC ENRICHMENT INSTRUCTOR                   ,CLOSED,INS  (INSTRUCTOR),,2010/01/28 00:00:00+00,1540,1540,7734,LEAF GLOBAL ARTS,3900
3902,91000132,                                                  ,CLOSED,GS   (GEN SERV),,2010/08/19 00:00:00+00,32000,32000,609,CINCINNATI SYSTEMS INC,3901
3903,91300049,CJIS\ODE FY 2012-13 AGREEMENT CONTINUATION        ,CLOSED,GS   (GEN SERV),,2014/05/21 00:00:00+00,875939,725939,416,BUNCOMBE COUNTY FINANCE DEPT,3902
3904,91400039,ANNUAL COST TO MAINTAIN FLASHING LIGHT CROSSING   ,CLOSED,GS   (GEN SERV),,2014/06/02 00:00:00+00,11206.5,11206.5,1923,NORFOLK SOUTHERN CORPORATION,3903
3905,91100321,MASTER CONTRACT FOR WIRING-SETEL                  ,CLOSED,GS   (GEN SERV),,2010/08/13 00:00:00+00,25000,25000,2533,SOUTHEASTERN TELECOM INC,3904
3906,91700153,CITY HALL BOILER REPAIR                           ,CLOSED,GS   (GEN SERV),,2017/04/18 00:00:00+00,9890,9890,1650,"BOLTON CONSTRUCTION AND SERVICE OF WNC, INC.",3905
3907,91500143,ASHEVILLE DESIGN CENTER STRATEGIC PARTNER GT 14-15,CLOSED,GS   (GEN SERV),,2016/06/10 00:00:00+00,4000,4000,9235,"ASHEVILLE DESIGN CENTER, INC.",3906
3908,91200229,POS SYSTEM FOR CIVIC CENTER CONCESSIONS           ,CLOSED,GENERAL,,2012/11/14 00:00:00+00,130855.34,124150.64,13235,POSTEC INC,3907
3909,91200066,RENEWAL OF CLOSED CONTRACT 91100118-AUTO AID      ,CLOSED,GENERAL,,2011/07/18 00:00:00+00,56053.71,56053.71,2340,SKYLAND VOLUNTEER FIRE DEPT,3908
3910,91500057,FHAP 2014 - LAND OF SKY REGIONAL COUNCIL          ,CLOSED,GS   (GEN SERV),,2015/06/20 00:00:00+00,11000,11000,1535,LAND-OF-SKY REGIONAL COUNCIL,3909
3911,91700257,WILLIAM DEBRUHL WTP FACILITY IMPROVEMENTS/ROOF    ,CLOSED,CON  (CONSTUCT/R),,2018/03/06 00:00:00+00,188870,177508,15934,"ESKOLA, LLC",3910
3912,92200174,SECURITY SERVICES FOR THE RAMADA INN CONTRACT     ,CREATED,GS   (GEN SERV),SERVICE,2021/09/14 00:00:00+00,,,35267,STRATEGIC SECURITY CORP,3911
3913,92100385,BOND COUNSEL                                      ,POSTED,GS   (GEN SERV),MULTI-YEAR,2021/10/06 00:00:00+00,115000,175000,2071,PARKER POE ADAMS & BERNSTEIN LLP,3912
3914,91900223,REPAIR OF TANK AND CRACKED JACKETS- HYPO TANK     ,CLOSED,GS   (GEN SERV),,2019/06/21 00:00:00+00,5048,5048,4037,LIQUID HANDLING EQUIPMENT,3913
3915,91000556,CONSTRUCT A WALL TO NOCTURNAL HALL                ,CLOSED,GS   (GEN SERV),,2010/09/09 00:00:00+00,17025.26,29546.58,10439,"A & B CONSTRUCTION & DEVELOPMENT, INC.",3914
3916,92100198,REPAIRS AND SERVICES TO FLEET VEHICLES            ,POSTED,GS   (GEN SERV),SERVICE,2021/08/20 00:00:00+00,29999,29999,15786,"ATLANTIC EMERGENCY SOLUTIONS, INC.",3915
3917,92100123,RE-IMAGINING PUBLIC SAFETY FACILITATION           ,CLOSED,GS   (GEN SERV),,2021/05/21 00:00:00+00,4500,15000,35432,"AMPLIFY CONSULTING,LLC",3916
3918,91100285,BC 10 STAGE CREW                                  ,CLOSED,GS   (GEN SERV),,2010/08/03 00:00:00+00,622.5,622.5,7658,WINSTON SMITH JR,3917
3919,91800318,SKYVIEW PLACE RETAINING WALL DESIGN               ,CLOSED,PRO  (PRO SERVIC),,2020/05/04 00:00:00+00,60000,84370.82,8280,"ECS SOUTHEAST, LLP",3918
3920,91100045,WRISTBAND SALES                                   ,CLOSED,GENERAL,,2010/07/01 00:00:00+00,2000,2000,8147,MOUNTAIN VOICES ALLIANCE,3919
3921,92100180,FY 20/21 NRW ANALYTICS & PROG. SUPPORT            ,CLOSED,PRO  (PRO SERVIC),SUPPLMNTL ON CALL,2021/08/02 00:00:00+00,89500,89500,4203,CAVANAUGH & ASSOCIATES PA,3920
3922,91100573,SITE ASSESSMENT FOR WALLER TRACT                  ,CLOSED,PRO  (PRO SERVIC),,2010/12/15 00:00:00+00,1100,1100,3261,FROEHLING & ROBERTSON INC,3921
3923,92100092,PACK SQUARE FOUNTAIN ASSESSMENT .                 ,CLOSED,CON  (CONSTUCT/R),,2022/01/18 00:00:00+00,8000,280302.56,35263,"W.P. LAW, INC",3922
3924,91000255,INDEPENDENT CONCRETE TESTING                      ,CLOSED,GS   (GEN SERV),,2010/08/19 00:00:00+00,6000,6000,4575,BUNNELL-LAMMONS ENGINEERING,3923
3925,91000613,WEED & SEED RESOURCE PROVIDER                     ,CLOSED,GS   (GEN SERV),,2010/08/19 00:00:00+00,1697,1697,10537,YMCA OF WESTERN NC,3924
3926,91200114,NEW SCOREBOARDS/CIVIC CENTER                      ,CLOSED,CON  (CONSTUCT/R),,2012/03/06 00:00:00+00,254715,274415,12347,"CAPTURION NETWORK, LLC",3925
3927,91700141,ONLINE SERVICES TO FULFILL START-UP IN A DAY AWARD,CLOSED,GS   (GEN SERV),,2018/08/14 00:00:00+00,29950,52450,25490,"OPEN COUNTER ENTERPRISES, INC.",3926
3928,91700408,"FENCE PROJECT MONTFORK, W AVL & VALLEY SPRINGS PAR",CLOSED,GS   (GEN SERV),,2018/05/21 00:00:00+00,26300,23900,10025,"MORRIS, MARK A  DBA FENCE SCAPES",3927
3929,91000365,PAR-T-PERFECT/DOUGLAS HUTCHINS                    ,CLOSED,GS   (GEN SERV),,2013/07/24 00:00:00+00,11355,15397.5,10142,PAR-T-PERFECT/DOUGLAS HUTCHINS,3928
3930,92200121,FINISH SURFACE OF TENNIS/BASKETBALL COURTS KENILWO,POSTED,GS   (GEN SERV),,2021/08/20 00:00:00+00,24090,24090,28895,"S & S FENCE & TENNIS COURT BUILDERS, INC.",3929
3931,91000430,PEST CONTROL FOR CIVIC CENTER CONCESSIONS         ,CLOSED,GS   (GEN SERV),,2010/08/11 00:00:00+00,1048.8,1048.8,812,DODSON BROS EXTERMINATING,3930
3932,91100168,SUMMER CAMP FACILITATOR - JEFF MENZER WEEK 8      ,CLOSED,INS  (INSTRUCTOR),,2010/07/14 00:00:00+00,712.5,712.5,7544,JT MENZER DBA THE NATURAL GARDENER,3931
3933,91800367,SERVICE ELEVATOR REPAIR OF PIT EQUIPMENT          ,CLOSED,GS   (GEN SERV),,2018/05/29 00:00:00+00,15111.28,14122.64,1964,OTIS ELEVATOR COMPANY,3932
3934,92000163,ANNUAL WATER EFFICIENCY ASSESSMENT FEE            ,CLOSED,GS   (GEN SERV),,2020/08/12 00:00:00+00,15000,15000,1535,LAND-OF-SKY REGIONAL COUNCIL,3933
3935,91200183,SIDEWALK IMPROVEMENTS ON TUNNEL ROAD & KENILWORTH ,CLOSED,CON  (CONSTUCT/R),,2012/08/30 00:00:00+00,117268.38,117268.38,9262,"MOORE & SONS SITE CONTRACTORS, INC.",3934
3936,91100807,FLOOR AND WINDOW CLEAN AT MULTIPLE CITY BUILDINGS ,CLOSED,GS   (GEN SERV),,2011/09/22 00:00:00+00,15285,17025,10875,"A.B.B.E. CONSTRUCTION AND REMODELING, LLC",3935
3937,91800170,ANNUAL SUPPORT FOR CISCO INFRASTRUCTURE-YEAR 2    ,CLOSED,GS   (GEN SERV),,2019/08/02 00:00:00+00,19169.64,52064.64,13965,"CONTINUANT, INC.",3936
3938,91100109,FENCE RENTAL FOR BC                               ,CLOSED,RNT  (EQUIP RENT),,2010/07/07 00:00:00+00,3059.37,3059.37,5773,NATIONAL CONSTRUCTION RENTALS,3937
3939,91200282,REPLACE MCQUAY CHILLER AT MUNI BUILDING           ,CLOSED,LW   (DON'T USE),,2012/07/31 00:00:00+00,82814,82814,11641,*** DO NOT USE ** USE VENDOR # 1188,3938
3940,91100721,JOHN DEERE 4TH YEAR OF LEASE                      ,CLOSED,LS   (LEASE SVCS),,2015/04/30 00:00:00+00,30672.85,106043.61,11653,JOHN DEERE FINANCIAL,3939
3941,91400037,ANNUAL MAINTENANCE ON GARAGE/GATE EQUIPMENT       ,CLOSED,LW   (DON'T USE),,2015/06/23 00:00:00+00,80100,79489.14,609,CINCINNATI SYSTEMS INC,3940
3942,91800404,MORRIS ST PHASE 1ESA BUNCOMBE COUNTY LAND         ,CLOSED,PRO  (PRO SERVIC),,2018/06/13 00:00:00+00,2000,2000,12332,"WOOD ENVIRONMENT & INFRASTRUCTURE SOLUTIONS, INC.",3941
3943,91100750,STAGE HANDS TO SET UP BASKETBALL FLOOR            ,CLOSED,CON  (CONSTUCT/R),,2014/05/21 00:00:00+00,4000,3936.24,10114,ENTERTAINMENT PAYROLL SERVICES INC,3942
3944,91500121,REAL ESTATE SERVICES FOR WATER RESOURCES          ,CLOSED,GS   (GEN SERV),,2015/06/10 00:00:00+00,50000,0,19506,DEWEY INC.,3943
3945,92100488,TURF AND DRAINAGE - MEMORIAL STADIUM              ,POSTED,CON  (CONSTUCT/R),,2022/01/05 00:00:00+00,1045005,1045005,27447,APT ACQUISITION & CONSTRUCTION,3944
3946,91700213,HENDERSON CTY HABITAT  DODD MEADOW PHS 4 FY 16-17 ,CLOSED,HUD (GEN SERV-HUD),HOME,2019/06/09 00:00:00+00,130800,130800,5971,HENDERSON CO HABITAT FOR HUMAN,3945
3947,91400269,CARRUER PARK PLANTING CO#1 CLOSE CONTRACT         ,CLOSED,CON  (CONSTUCT/R),,2015/03/24 00:00:00+00,7350,7350,18738,"GARDENOLOGY, LLC",3946
3948,91700097,STRUCTURAL ASSESSMENT MC CORMICK FIELD            ,CLOSED,PRO  (PRO SERVIC),,2018/05/21 00:00:00+00,8500,8914.39,25289,"TAYLOR & VIOLA STURCTURAL ENGINEERS, P.C.",3947
3949,91000442,PEST CONTROL FOR PARK FACILITIES                  ,CLOSED,GS   (GEN SERV),,2012/06/27 00:00:00+00,2047,2054.87,812,DODSON BROS EXTERMINATING,3948
3950,91700375,UTILITY CUTS CONCRETE REPAIR                      ,CLOSED,CON  (CONSTUCT/R),,2019/05/02 00:00:00+00,291374.5,289993.63,16673,"APPALACHIAN PAVING AND CONCRETE, INC.",3949
3951,91600156,LEASE OF HEALTH SERVICES 6 MONTH/YEAR 2           ,CLOSED,LS   (LEASE SVCS),,2019/03/27 00:00:00+00,36000,148500,22748,"155 BILTMORE, LLC",3950
3952,92000072,REPLACE CITY HALL BOILERS = CLOSE                 ,CLOSED,CON  (CONSTUCT/R),,2021/02/04 00:00:00+00,849750,810243.01,1307,H & M CONSTRUCTORS,3951
3953,92200241,TRAFFIC CALMING - BOND                            ,CLOSED,CON  (CONSTUCT/R),,2022/02/17 00:00:00+00,105842,105820,8446,"JLS COMPANY, LLC",3952
3954,91100095,FIRE INSPECTIONS CLEAN AGENT SYSTEM               ,CLOSED,GENERAL,,2013/06/10 00:00:00+00,3000,3500,7997,FIRE SYSTEMS INC,3953
3955,92100248,MASTER ON-CALL PLANT PROJECTS                     ,POSTED,PRO  (PRO SERVIC),MASTER ON CALL,2021/08/20 00:00:00+00,1,1,4574,KIMLEY-HORN AND ASSOCIATES,3954
3956,91300182,FINANCIAL ADVISORY SERVICES                       ,CLOSED,GS   (GEN SERV),,2013/05/16 00:00:00+00,22500,0,15683,FIRST SOUTHWEST,3955
3957,91600198,COA PARKING DECK ELEVATOR MODERIZATION-CIVIC CENTE,POSTED,PRO  (PRO SERVIC),,2021/12/29 00:00:00+00,41600,195550,22376,L.E. WOOTEN & CO.,3956
3958,91200126,DECISION TREE MAINTENANCE FY12                    ,CLOSED,GS   (GEN SERV),,2011/08/29 00:00:00+00,12000,12000,7950,AZAVEA,3957
3959,91200286,POSTAGE WATER RESOURCES                           ,CLOSED,GS   (GEN SERV),,2013/05/24 00:00:00+00,29000,28996.73,3204,MAIL MANAGEMENT SERVICES,3958
3960,91600314,4TH JULY EVENT PRODUCTION AGREEMENT               ,CLOSED,GS   (GEN SERV),,2017/06/06 00:00:00+00,5000,28000,139,ASHEVILLE DOWNTOWN ASSOC,3959
3961,92000133,19-20 SPF GRANT FOR CWA LEARNING CENTER 1         ,CLOSED,GS   (GEN SERV),,2021/06/10 00:00:00+00,20000,13968.5,30459,"THE CHRISTINE AVERY LEARNING CENTER, INC",3960
3962,91900381,CARING FOR CHILDREN FY 18-19                      ,CLOSED,HUD (GEN SERV-HUD),,2019/06/28 00:00:00+00,25000,25000,7049,CARING FOR CHILDREN,3961
3963,92000170,MOWING IN VARIOUS COA PARKS JULY-DEC 2019         ,CLOSED,GS   (GEN SERV),,2020/04/24 00:00:00+00,82230,73270.24,13811,PINNACLE LANDSCAPE LLC.,3962
3964,91800090,POSITIVE CHANGES FOR YOUTH MINISTRIES SPF FY 17-18,CLOSED,GS   (GEN SERV),STRATEGIC PARTNER,2018/06/07 00:00:00+00,6500,6500,28149,POSITIVE CHANGES YOUTH MINISTRIES,3963
3965,92000506,GRIFFIN COVID-19 PORTAJOHN SERVICES. AMENDMENT 3. ,POSTED,GS   (GEN SERV),SERVICE,2021/08/20 00:00:00+00,89000,199000,34326,FUSIONSITE ASHEVILLE,3964
3966,91900280,AFD FIRE STATION #13 WETLANDS DELINEATIONS        ,CLOSED,PRO  (PRO SERVIC),EXEMPTION,2019/06/28 00:00:00+00,4600,4600,1706,MCGILL ASSOCIATES PA,3965
3967,91300266,INTER LOCAL WITH ASHEVILLE HUMANE SOCIETY         ,CLOSED,GS   (GEN SERV),,2013/04/29 00:00:00+00,230004,230004,1030,ASHEVILLE HUMANE SOCIETY,3966
3968,91700420,INSTALLING FENCE AT ART STATION                   ,CLOSED,CON  (CONSTUCT/R),,2018/06/28 00:00:00+00,5989.27,5825.94,21117,"ASHEVILLE CONTRACTING CO,INC.",3967
3969,92000309,9 WALDEN RIDGE LEASE                              ,CLOSED,GS   (GEN SERV),,2020/04/22 00:00:00+00,19447.28,5948.58,34019,"PULLIAM STATE BUREAU, LLC",3968
3970,91900372,CRIMESTOPPERS FY 18-19 CONTINUATION OF SERVICES   ,CLOSED,GS   (GEN SERV),,2019/08/02 00:00:00+00,43665,44621,416,BUNCOMBE COUNTY FINANCE DEPT,3969
3971,91300262,MT. VERNON CIRCLE PAVING                          ,CLOSED,CON  (CONSTUCT/R),,2013/04/29 00:00:00+00,5230,5230,16673,"APPALACHIAN PAVING AND CONCRETE, INC.",3970
3972,91700295,CONSTRUCTION NEW ENTRANCE WNC NATURE CENTER       ,CLOSED,CON  (CONSTUCT/R),,2020/04/21 00:00:00+00,1029382,1170855.06,5260,"B ALLEN CONSTRUCTION, INC.",3971
3973,92000436,AGILE ASSETS PAVEMENT ANALYST SOFTWARE CLOSING    ,POSTED,GS   (GEN SERV),,2022/02/10 00:00:00+00,15000,37000,34502,AGILEASSETS INC,3972
3974,91600345,2016 BOND REFERENDUM POLLING                      ,CLOSED,GS   (GEN SERV),,2016/08/11 00:00:00+00,8000,8000,25016,CAMPAIGN RESEARCH AND STRATEGY,3973
3975,91200334,ADVERTISING - CITIZENTIMES                        ,CLOSED,GS   (GEN SERV),,2016/08/04 00:00:00+00,12960,12960,36,ASHEVILLE CITIZEN-TIMES,3974
3976,91200060, ANNUAL AUDIT FOR FY 2010-2011 DIXON HUGHES       ,CLOSED,GS   (GEN SERV),,2012/01/27 00:00:00+00,109000,119000,673,DIXON HUGHES PLLC,3975
3977,91300188,PREVENTIVE MAINTENANCE                            ,CLOSED,GENERAL,,2013/01/30 00:00:00+00,6825,10010,5823,"MUNICIPAL EMERGENCY SERVICES, INC.",3976
3978,91900422,WEST PUBLISHING SUBSCRIPTION CONTRACT RENWAL      ,POSTED,GS   (GEN SERV),,2021/08/20 00:00:00+00,8936.16,23172.57,2803,WEST PUBLISHING COMPANY,3977
3979,91700137,ITS HELP DESK SOFTWARE                            ,CLOSED,IT/TECH,,2017/06/23 00:00:00+00,6091.27,6091.27,16379,"BMC SOFTWARE, INC.",3978
3980,91200056,UNITED WAY 211 ENS REGISTRATION SERVICES FY 11-12 ,CLOSED,GENERAL,,2012/12/04 00:00:00+00,5000,6000,2706,UNITED WAY OF ASHEVILLE & BUNC,3979
3981,91300165,ASHEVILLE GREENWORKS OUTSIDE AGENCY GRANT 12-13   ,CLOSED,GS   (GEN SERV),,2012/10/19 00:00:00+00,8000,8000,2142,ASHEVILLE GREENWORKS,3980
3982,91400114,SPRINKLER MONITORING FY 14                        ,CLOSED,GS   (GEN SERV),,2015/06/17 00:00:00+00,9960,8440,190,ALARM SERVICES OF ASHEVILLE INC.,3981
3983,91700219,VEH MX AND REPAIR ASHEVILLE FORD                  ,POSTED,GS   (GEN SERV),,2021/08/20 00:00:00+00,200000,707482.52,8006,ASHEVILLE FORD LLC,3982
3984,91100300,FIREALARM & SPRINKLER TESTS                       ,CLOSED,GENERAL,,2010/08/05 00:00:00+00,1401,1401,7265,SIMPLEXGRINNELL,3983
3985,91800174,DUKE UTILITY RELOCATION AGREEMENT - TRANSMISSION 1,CLOSED,CON  (CONSTUCT/R),,2019/03/27 00:00:00+00,299397,53109.05,512,DUKE ENERGY PROGRESS INC.,3984
3986,91900076,POSTAGE - WATER RESOURCES Y2 MULTI-YR CONTRACT    ,CLOSED,GS   (GEN SERV),,2021/09/27 00:00:00+00,225000,222827.4,3204,MAIL MANAGEMENT SERVICES,3985
3987,91200104,WEED & SEED RESOURCE PROVIDER                     ,CLOSED,GS   (GEN SERV),,2012/08/30 00:00:00+00,5000,5000,7734,LEAF GLOBAL ARTS,3986
3988,91600111,OPENING & CLOSING COA PARKS                       ,CLOSED,GS   (GEN SERV),,2016/05/25 00:00:00+00,24906.5,24906.48,11157,"US SECURITY ASSOCIATES, INC.",3987
3989,91100142,BC10 ENTERTAINER                                  ,CLOSED,ENT  (ENTERTAIN),,2010/07/08 00:00:00+00,500,500,10760,"THE DIRTY GUV'NAHS, LLC",3988
3990,91500137,RIVERVIEW TRAFFIC CALMING                         ,CLOSED,CON  (CONSTUCT/R),,2015/06/17 00:00:00+00,42400,42400,16673,"APPALACHIAN PAVING AND CONCRETE, INC.",3989
3991,91400118,ASSIGN CHARLOTTE ST CONTRACT FROM MAB TO VHB      ,CLOSED,GENERAL,,2013/09/23 00:00:00+00,5699.97,5699.97,16944,"VHB ENGINEERING NC, PC",3990
3992,91900236,CITY HALL LOGGIA/PLAZA FLOOR ENGINEERING          ,CLOSED,PRO  (PRO SERVIC),,2020/06/04 00:00:00+00,10000,36800,29523,"TERRACON CONSULTANTS, INC",3991
3993,91600205,CONSTRUCTION DOCS FOR SITE IMPROVEMENTS PRITCHARD ,CLOSED,PRO  (PRO SERVIC),,2017/06/01 00:00:00+00,30000,23404.48,6842,SITEWORK STUDIOS,3992
3994,92100369,FY 20/21 MNT BIZWORKS - OPPORTUNITY ASHEVILLE     ,CLOSED,HUD (GEN SERV-HUD),CDBG,2021/08/04 00:00:00+00,120000,120000,7947,MOUNTAIN BIZWORKS INC,3993
3995,91100329,PROFESSIONAL CONSULTING AGREEMENT-COST ALLOCATION ,CLOSED,GS   (GEN SERV),,2011/07/12 00:00:00+00,8400,16800,6056,MAXIMUS,3994
3996,91700089,ANNUAL HOSTED SUBSCRIPTION FEE                    ,CLOSED,GS   (GEN SERV),,2019/03/27 00:00:00+00,6374.2,8415,9198,POWERDMS INC,3995
3997,91200109,BAKER EQUIPMENT: GAS LINE CONVERSION - NEW CONTR #,CLOSED,GS   (GEN SERV),,2012/07/02 00:00:00+00,31900,15950,12250,"JGB INDUSTRIES, INC.",3996
3998,91700105,2016 MEDIAN MAINTENANCE                           ,CLOSED,GS   (GEN SERV),,2018/02/06 00:00:00+00,133018.8,132439,13811,PINNACLE LANDSCAPE LLC.,3997
3999,91500196,FLOOR CLEANING AT COMMUNITY CENTERS               ,CLOSED,GS   (GEN SERV),,2015/06/10 00:00:00+00,25473,25451.6,18877,J-LINCO INC.,3998
4000,91400088,BENT TREE SURVEY/GEOTECH AND WALL DESIGN          ,CLOSED,PRO  (PRO SERVIC),,2014/04/15 00:00:00+00,27435,15540,8280,"ECS SOUTHEAST, LLP",3999
4001,92100115,"5310-NC-2019-017-00 RIDE$60,053/ENHANCE MOB SEDTAP",POSTED,GS   (GEN SERV),,2021/08/20 00:00:00+00,106628,106628,7155,BUNCOMBE COUNTY PLANNING DEPAR,4000
4002,91700172,PARTNERS UNLIMITED  STRATEGIC PARTNERSHIP FY 16-17,CLOSED,GS   (GEN SERV),STRATEGIC PARTNER,2018/06/07 00:00:00+00,5000,4999.92,7213,"PARTNERS UNLIMITED,INC,",4001
4003,91600160,"AV IMPROVEMENTS MTG RM 1,2 BANQUET HALL           ",CLOSED,GS   (GEN SERV),,2016/06/13 00:00:00+00,36893.89,35707.83,2626,TSA CHOICE,4002
4004,91400030,ANNUAL CONTRACT FOR OTIS ELEVATORS                ,CLOSED,GS   (GEN SERV),,2014/05/21 00:00:00+00,20650,20650,1964,OTIS ELEVATOR COMPANY,4003
4005,91100796,LINDA FOWLER CONTRACT                             ,CLOSED,GS   (GEN SERV),,2013/06/06 00:00:00+00,14300,14000,10950,LINDA FOWLER,4004
4006,91200180,ENGINEERING FOR CHALLEDON SUBDIVISION WL PROJ     ,CLOSED,PRO  (PRO SERVIC),,2013/05/30 00:00:00+00,111000,63542.1,12819,W.K. DICKSON & CO. INC.,4005
4007,91900379,YWCA MOTHER LOVE PROGRAM FY 18-19                 ,CLOSED,HUD (GEN SERV-HUD),CDBG,2019/06/28 00:00:00+00,15000,15000,2926,Y W C A,4006
4008,91100781,POSTAGE WATER RESOURCES                           ,CLOSED,GS   (GEN SERV),,2012/08/30 00:00:00+00,24000,24000,3204,MAIL MANAGEMENT SERVICES,4007
4009,91000340,PROJECT FOR FIRE -PROGRAM VOICEMAIL SYSTEM TO SEND,CLOSED,GS   (GEN SERV),,2010/02/26 00:00:00+00,1584,1584,2533,SOUTHEASTERN TELECOM INC,4008
4010,91400064,TERRAZZO FLOOR DESIGN FOR US CELLULAR CTR         ,CLOSED,GS   (GEN SERV),,2013/07/22 00:00:00+00,5000,5000,17107,"WEISSMAN, JOAN",4009
4011,91200320,PACK SQUARE PAVILION RESTROOM WORK                ,CLOSED,GS   (GEN SERV),,2013/10/24 00:00:00+00,21791,21287.2,14084,"BEVERLY-GRANT, INC.",4010
4012,91500047,SHILOH GYM EQUPMENT REPLACEMENT/BACKBOARDS/SCOREBO,CLOSED,CON  (CONSTUCT/R),,2015/06/04 00:00:00+00,20000,25373,19230,THE SPORTS FLOORING GROUP,4011
4013,91800152,A/E SERVICES USCC PRESS ROOM AND STORAGE          ,CLOSED,PRO  (PRO SERVIC),,2019/06/13 00:00:00+00,25250,24520.5,28701,LS3P ASSOCIATES LTD,4012
4014,92000250,STORMWATER EVALUATION FOR MUNICIPAL GOLF COURSE   ,CLOSED,PRO  (PRO SERVIC),,2021/03/17 00:00:00+00,27300,26300,32425,"JOHN R. MCADAMS CO., INC.",4013
4015,91200352,REPLACEMNT OF STAIRS BEHIND CITY HALL             ,CLOSED,CON  (CONSTUCT/R),,2012/09/05 00:00:00+00,25840,25840,11289,RAFFERTY CONSTRUCTION CORP.,4014
4016,91600201,AZAELA RD CONCESSION BUILDING                     ,CLOSED,CON  (CONSTUCT/R),,2016/05/18 00:00:00+00,6027,6027,1188,M B HAYNES CORPORATION,4015
4017,92100203,PREVENTATIVE MAINTENANCE AGREEMENT - NORTH FORK WT,POSTED,GS   (GEN SERV),,2021/08/20 00:00:00+00,2293,2293,1188,M B HAYNES CORPORATION,4016
4018,91600309,YEARLY SERVICE AGREEMENT FOR POSTEC SOFTWARE      ,CLOSED,GS   (GEN SERV),,2019/06/07 00:00:00+00,9000,27459.07,13235,POSTEC INC,4017
4019,91600228,REPAIR OF BUS SHELTER ON LARCHMONT                ,CLOSED,GS   (GEN SERV),,2016/05/12 00:00:00+00,6250,6250,23909,IRONWOOD STUDIOS LLC,4018
4020,92100101,MCA SAFETY ALARM STRIPS FOR APD INTERVIEW ROOM    ,CLOSED,GS   (GEN SERV),,2021/04/13 00:00:00+00,8372.99,8372.99,27632,MOBILE COMMUNICATIONS AMERICA INC,4019
4021,92100267,ON-CALL PARKING EQUIPMENT MAINTANCE SERVICES      ,POSTED,GS   (GEN SERV),,2021/08/20 00:00:00+00,15000,29999.99,34004,"AMANO MCGANN, INC.",4020
4022,91100102,FIRST TRANSIT INC.                                ,CLOSED,PRO  (PRO SERVIC),,2012/05/24 00:00:00+00,140607.96,213727.98,8514,FIRST TRANSIT INC,4021
4023,91000500,INSTALLATION OF SECURITY HIDE SCREENING           ,CLOSED,GS   (GEN SERV),,2010/04/14 00:00:00+00,3521,3521,1119,GRINDSTAFF FENCE COMPANY INC,4022
4024,91100433,INSTALL NEW FENCE AT 338 HILLIARD AVE. FACILITY   ,CLOSED,GS   (GEN SERV),,2010/09/17 00:00:00+00,7178,7178,193,ASHEVILLE CONTRACTING COMPANY,4023
4025,91000122,REPAIR FITNESS EQUIPMENT-CONFIRMING PO            ,CLOSED,GS   (GEN SERV),,2010/01/06 00:00:00+00,1435,1435,8278,FITNESS TECHNOLOGY,4024
4026,91300235,ENGINEERING FOR NF WTP DAM / TUNNEL DESIGN        ,CLOSED,PRO  (PRO SERVIC),,2015/06/10 00:00:00+00,428600,408189.53,4596,SCHNABEL ENGINEERING SOUTH PC,4025
4027,91200081,"YEARLY TESTING FOR VOC'S -SOC'S- NITRATE,ETC.     ",CLOSED,GENERAL,,2013/05/30 00:00:00+00,10614,4707,3644,RESEARCH & ANALYTICAL LABORATO,4026
4028,91100076,BC ENTERTAINER- PLAIN JANE AUTOMOBILE             ,CLOSED,ENT  (ENTERTAIN),,2010/07/02 00:00:00+00,450,450,10710,PLAIN JANE AUTOMOBILE,4027
4029,91800402,CARRIER PARK/LAWN BOWLING GEOTECH TESTING SERVICES,CLOSED,PRO  (PRO SERVIC),,2019/05/31 00:00:00+00,2000,867,12332,"WOOD ENVIRONMENT & INFRASTRUCTURE SOLUTIONS, INC.",4028
4030,91100763,FENCING REMOVAL AND INSTALLATION AT ASTON PARK    ,CLOSED,CON  (CONSTUCT/R),,2011/12/07 00:00:00+00,3500,3500,193,ASHEVILLE CONTRACTING COMPANY,4029
4031,91400295,SECURITY CONTRACT                                 ,CLOSED,GS   (GEN SERV),,2019/06/28 00:00:00+00,19692,166112.17,16084,"SAGE SECURITY SOLUTIONS, LLC",4030
4032,91900365,CITY HALL GARAGE - CEILING REPAIR AND SHORING     ,CLOSED,CON  (CONSTUCT/R),,2019/11/01 00:00:00+00,77637.34,77637.34,26791,LESCO RESTORATIONS INC,4031
